Message,Category
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam
Track your shipment here: [tracking_link].,Logistic
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
Yar... I tot u knew dis would happen long ago already.,ham
From tomorrow onwards eve 6 to 3 work.,ham
Takin a shower now but yeah I'll leave when I'm done,ham
I dunno lei... Like dun haf...,ham
How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,ham
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,ham
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,ham
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,ham
Your order #6953 has been dispatched.,Logistic
Are you willing to go for aptitude class.,ham
Ya srsly better than yi tho,ham
"As usual..iam fine, happy &amp; doing well..:)",ham
Are you at work right now ?,ham
I wan but too early lei... Me outside now wun b home so early... Neva mind then...,ham
Oh k k:)but he is not a big hitter.anyway good,ham
"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",ham
Unusual activity detected in your account. Verify immediately.,Fraud
Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,ham
Dai i downloaded but there is only exe file which i can only run that exe after installing.,ham
Unusual activity detected in your account. Verify immediately.,Fraud
I know she called me,ham
Hahaha..use your brain dear,ham
I'm fine. Hope you are also,ham
If I get there before you after your ten billion calls and texts so help me god,ham
Anything lor is she coming?,ham
I am going to sleep. I am tired of travel.,ham
All e best 4 ur exam later.,ham
"I'm back &amp; we're packing the car now, I'll let you know if there's room",ham
 &lt;#&gt;  in mca. But not conform.,ham
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,ham
What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,ham
IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,ham
Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,ham
Does not operate after  &lt;#&gt;  or what,ham
What time should I tell my friend to be around?,ham
This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,ham
Ok thanx...,ham
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,spam
Your OTP is 818144 and is valid for 10 minutes.,OTP
"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",ham
Your order #1815 has been dispatched.,Logistic
Track your shipment here: [tracking_link].,Logistic
"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",spam
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",ham
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",ham
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
I'll be at mu in like  &lt;#&gt;  seconds,ham
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",ham
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,ham
"Your account password has been reset. If not you, contact support.",Fraud
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,spam
K.i did't see you.:)k:)where are you now?,ham
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,ham
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam
I keep ten rs in my shelf:) buy two egg.,ham
Sorry da thangam.it's my mistake.,ham
Thats cool. How was your day?,ham
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",ham
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,spam
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam
I have printed it oh. So  &lt;#&gt;  come upstairs,ham
Still i have not checked it da. . .,ham
Call me when u finish then i come n pick u.,ham
Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,ham
Your OTP is 660142. Do not share it with anyone.,OTP
"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam
He is a womdarfull actor,ham
K.k.how is your business now?,ham
"That's what I love to hear :V see you sundayish, then",ham
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",ham
Thanks for loving me so. You rock,ham
Also andros ice etc etc,ham
Every monday..nxt week vl be completing..,ham
But you dint in touch with me.,ham
"I'll text carlos and let you know, hang on",ham
Unusual activity detected in your account. Verify immediately.,Fraud
I want to be inside you every night...,ham
Track your shipment here: [tracking_link].,Logistic
"Haha figures, well I found the piece and priscilla's bowl",ham
"No, its true..k,Do u knw dis no. &lt;#&gt; ?",ham
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,ham
Track your shipment here: [tracking_link].,Logistic
Just normal only here :),ham
Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,spam
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,ham
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,ham
This is a suspicious login attempt. Was this you?,Fraud
G wants to know where the fuck you are,ham
Ok lar... Joking wif u oni...,ham
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,ham
Can Ì_ all decide faster cos my sis going home liao..,ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,spam
Do u noe how 2 send files between 2 computers?,ham
Cuz ibored. And don wanna study,ham
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",ham
No de.am seeing in online shop so that i asked.,ham
"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",ham
THANX 4 PUTTIN DA FONE DOWN ON ME!!,ham
What not under standing.,ham
Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,ham
What Today-sunday..sunday is holiday..so no work..,ham
This is a suspicious login attempt. Was this you?,Fraud
Still chance there. If you search hard you will get it..let have a try :),ham
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",ham
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,ham
Lol or I could just starve and lose a pound by the end of the day.,ham
Ugh I don't wanna get out of bed. It's so warm.,ham
"Hmph. Go head, big baller.",ham
"Thanks, I'll keep that in mind",ham
I'm leaving my house now.,ham
"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",ham
Enter OTP 832036 to proceed with your transaction.,OTP
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",ham
Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,ham
Babe ? I lost you ... Will you try rebooting ?,ham
This is a suspicious login attempt. Was this you?,Fraud
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,spam
Ok i msg u b4 i leave my house.,ham
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,ham
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,spam
Good. No swimsuit allowed :),ham
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",ham
Your OTP is 722820. Do not share it with anyone.,OTP
Simply sitting and watching match in office..,ham
Dear we are going to our rubber place,ham
R u over scratching it?,ham
Hey now am free you can call me.,ham
Your order #6211 has been dispatched.,Logistic
I dont have i shall buy one dear,ham
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",ham
"Aight, you close by or still down around alex's place?",ham
Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,ham
IM LATE TELLMISS IM ON MY WAY,ham
Your OTP is 252817 and is valid for 10 minutes.,OTP
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",ham
Please sen :)my kind advice :-)please come here and try:-),ham
I'm also came to room.,ham
S:-)kallis wont play in first two odi:-),ham
"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",ham
ÌÏ still got lessons?  ÌÏ in sch?,ham
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+",spam
"Your account password has been reset. If not you, contact support.",Fraud
Me too baby! I promise to treat you well! I bet you will take good care of me...,ham
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham
\HEY KATE,ham
WOT U UP 2 J?,ham
Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,ham
"Your account password has been reset. If not you, contact support.",Fraud
Whats the staff name who is taking class for us?,ham
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",spam
Oh k. . I will come tomorrow,ham
"Yeah, probably here for a while",ham
"I'll see if I can swing by in a bit, got some things to take care of here firsg",ham
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!",spam
I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,ham
Your OTP is 664559. Do not share it with anyone.,OTP
Thanx a lot 4 ur help!,ham
Unusual activity detected in your account. Verify immediately.,Fraud
Did u got that persons story,ham
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",ham
How much you got for cleaning,ham
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",ham
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",spam
"Awesome, think we can get an 8th at usf some time tonight?",ham
Your order #9118 has been dispatched.,Logistic
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,ham
This is a suspicious login attempt. Was this you?,Fraud
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,spam
Your order #6047 has been dispatched.,Logistic
This is a suspicious login attempt. Was this you?,Fraud
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",spam
I have to take exam with in march 3,ham
Den wat will e schedule b lk on sun?,ham
What is the plural of the noun research?,ham
Dunno dat's wat he told me. Ok lor...,ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
Your OTP is 295305 and is valid for 10 minutes.,OTP
Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,ham
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
Gibbs unsold.mike hussey,ham
Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,ham
Ok lor. Msg me b4 u call.,ham
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,ham
Can... I'm free...,ham
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",spam
R Ì_ going 4 today's meeting?,ham
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,spam
Is it your yahoo boys that bring in the perf? Or legal.,ham
You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,ham
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam
Your OTP is 498622 and is valid for 10 minutes.,OTP
CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,spam
Happy new year to u too!,ham
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",spam
Hasn't that been the pattern recently crap weekends?,ham
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,spam
I'll probably be by tomorrow (or even later tonight if something's going on),ham
"Didn't try, g and I decided not to head out",ham
If he started searching he will get job in few days.he have great potential and talent.,ham
You still at grand prix?,ham
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,spam
Nope... Think i will go for it on monday... Sorry i replied so late,ham
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,ham
Your OTP is 516003 and is valid for 10 minutes.,OTP
TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,spam
Mm you ask him to come its enough :-),ham
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",ham
Your OTP is 636072 and is valid for 10 minutes.,OTP
Sure! I am driving but will reach my destination soon.,ham
Dont put your phone on silent mode ok,ham
Your OTP is 540129 and is valid for 10 minutes.,OTP
"Hi this is yijue, can i meet u at 11 tmr?",ham
Yup... From what i remb... I think should be can book... ,ham
I am not having her number sir,ham
Your OTP is 332959. Do not share it with anyone.,OTP
I'm already back home so no probably not,ham
"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",ham
Get ready to put on your excellent sub face :),ham
Track your shipment here: [tracking_link].,Logistic
That one week leave i put know that time. Why.,ham
No management puzzeles.,ham
Kent vale lor... ÌÏ wait 4 me there ar?,ham
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",ham
Gudnite....tc...practice going on,ham
Yes its possible but dint try. Pls dont tell to any one k,ham
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,ham
"Your account password has been reset. If not you, contact support.",Fraud
Dear good morning how you feeling dear,ham
Want to finally have lunch today?,ham
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,ham
Your OTP is 343847. Do not share it with anyone.,OTP
Oh god..taken the teeth?is it paining,ham
Dunno da next show aft 6 is 850. Toa payoh got 650.,ham
May i call You later Pls,ham
am up to my eyes in philosophy,ham
I'm working technical support :)voice process.,ham
"Cool, text me when you're ready",ham
"Could you not read me, my Love ? I answered you",ham
Going to join tomorrow.,ham
This is a suspicious login attempt. Was this you?,Fraud
Unusual activity detected in your account. Verify immediately.,Fraud
Track your shipment here: [tracking_link].,Logistic
Where did u go? My phone is gonna die you have to stay in here,ham
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,spam
I'm vivek:)i got call from your number.,ham
I am in your office na.,ham
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",ham
"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",ham
Yup i've finished c Ì_ there...,ham
Wah lucky man... Then can save money... Hee...,ham
"I know where the  &lt;#&gt;  is, I'll be there around 5",ham
I'm done oredi...,ham
Enter OTP 595854 to proceed with your transaction.,OTP
As usual u can call me ard 10 smth.,ham
Enjoy urself tmr...,ham
Thats cool princess! I will cover your face in hot sticky cum :),ham
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,ham
What year. And how many miles.,ham
ÌÏ called dad oredi...,ham
"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",ham
"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",ham
Can you talk with me..,ham
Ok.,ham
I cant pick the phone right now. Pls send a message,ham
Update your face book status frequently :),ham
Ok. How many should i buy.,ham
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",ham
Track your shipment here: [tracking_link].,Logistic
"I shall book chez jules for half eight, if that's ok with you?",ham
Ok. I.ll do you right later.,ham
I've told him that i've returned it. That should i re order it.,ham
Dont worry. I guess he's busy.,ham
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",ham
How many times i told in the stage all use to laugh. You not listen aha.,ham
She.s find. I sent you an offline message to know how anjola's now.,ham
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ham
Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,ham
I called but no one pick up e phone. I ask both of them already they said ok.,ham
Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,spam
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,ham
U can call now...,ham
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham
"Hey , is * rite u put åÈ10 evey mnth is that all?",ham
Oh Howda gud gud.. Mathe en samachara chikku:-),ham
"ItÛ÷s reassuring, in this crazy world.",ham
K... Must book a not huh? so going for yoga basic on sunday?,ham
Your OTP is 547412 and is valid for 10 minutes.,OTP
Neshanth..tel me who r u?,ham
"Dear, will call Tmorrow.pls accomodate.",ham
Your OTP is 996050 and is valid for 10 minutes.,OTP
I'm wif him now buying tix lar...,ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,spam
I could ask carlos if we could get more if anybody else can chip in,ham
Nobody names their penis a girls name this story doesn't add up at all,ham
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",ham
Enter OTP 838119 to proceed with your transaction.,OTP
Ok i go change also...,ham
No pic. Please re-send.,ham
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",ham
Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,ham
You can jot down things you want to remember later.,ham
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,ham
"Aight, sounds good. When do you want me to come down?",ham
Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,ham
Track your shipment here: [tracking_link].,Logistic
Ma head dey swell oh. Thanks for making my day,ham
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),ham
Your OTP is 524453. Do not share it with anyone.,OTP
Track your shipment here: [tracking_link].,Logistic
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,spam
"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",ham
"Yeah that's what I thought, lemme know if anything's goin on later",ham
You busy or can I come by at some point and figure out what we're doing tomorrow,ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
Sorry. || mail? || ,ham
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,spam
Stop knowing me so well!,ham
Booked ticket for pongal?,ham
No current and food here. I am alone also,ham
Your OTP is 483104 and is valid for 10 minutes.,OTP
I think just yourself Û_Thanks and see you tomo,ham
So how's the weather over there?,ham
Okie,ham
How much is blackberry bold2 in nigeria.,ham
Hope you are having a great day.,ham
I was gonna ask you lol but i think its at 7,ham
When're you guys getting back? G said you were thinking about not staying for mcr,ham
"Your account password has been reset. If not you, contact support.",Fraud
did u get that message,ham
Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,spam
FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk,spam
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam
Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,ham
"Sorry, I'll call later",ham
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",spam
Detroit. The home of snow. Enjoy it.,ham
Track your shipment here: [tracking_link].,Logistic
"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",ham
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",ham
1's reach home call me.,ham
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",ham
"Your account password has been reset. If not you, contact support.",Fraud
"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",ham
"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",spam
74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,spam
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam
He says hi and to get your ass back to south tampa (preferably at a kegger),ham
Once free call me sir. I am waiting for you.,ham
Your OTP is 397995. Do not share it with anyone.,OTP
We still on for tonight?,ham
\Hey sorry I didntgive ya a a bellearlier hunny,ham
Unusual activity detected in your account. Verify immediately.,Fraud
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam
This is a suspicious login attempt. Was this you?,Fraud
U call me alter at 11 ok.,ham
So can collect ur laptop?,ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,ham
Good night my dear.. Sleepwell&amp;Take care,ham
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ham
"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",ham
Your OTP is 871393. Do not share it with anyone.,OTP
Nothing. Can...,ham
Track your shipment here: [tracking_link].,Logistic
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,ham
Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,ham
Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,ham
"Your account password has been reset. If not you, contact support.",Fraud
Is she replying. Has boye changed his phone number,ham
Tmrw. Im finishing 9 doors,ham
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,spam
Also where's the piece,ham
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam
"Your account password has been reset. If not you, contact support.",Fraud
Your order #5295 has been dispatched.,Logistic
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",ham
Your package is out for delivery and will arrive by 6 PM.,Logistic
Can not use foreign stamps in this country. Good lecture .,ham
"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",ham
7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,ham
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,spam
Unusual activity detected in your account. Verify immediately.,Fraud
"Your account password has been reset. If not you, contact support.",Fraud
I dont. Can you send it to me. Plus how's mode.,ham
Your order #1611 has been dispatched.,Logistic
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",ham
Is ur paper today in e morn or aft?,ham
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,ham
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam
"What do u reckon as need 2 arrange transport if u can't do it, thanks",ham
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",spam
Did you try making another butt.,ham
K then 2marrow are you coming to class.,ham
Ok lor but not too early. Me still having project meeting now.,ham
Is there any training tomorrow?,ham
Track your shipment here: [tracking_link].,Logistic
Your OTP is 845342 and is valid for 10 minutes.,OTP
Your OTP is 763512 and is valid for 10 minutes.,OTP
